"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_random100_fifo_new03.csv 1",,,,"Date:","15 Dec 2025 22:09:04 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ"
15-12 22:09:04,,624600,6196736,31860,564084,,
15-12 22:09:05,1.750,1.500,94.753,0,0,625604,6195728,31860,564088,3331.107,4760.153,0,4.000
15-12 22:09:06,1.740,1.243,94.720,0,0,625844,6195476,31868,564088,1210.229,1616.953,0,55.688
15-12 22:09:07,1.510,1.510,95.860,0,0,625840,6195476,31868,564092,210.339,682.343,0,4.026
15-12 22:09:08,1.499,0.999,95.674,0.250,0,625840,6195476,31868,564092,272.783,1159.079,0,371.705
15-12 22:09:09,0.750,1.249,96.199,0,0,625840,6195476,31868,564092,490.738,939.498,0,35.981
15-12 22:09:10,1.495,1.495,95.942,0,0,625840,6195476,31868,564092,633.965,869.210,0,0
15-12 22:09:11,1.500,0.750,95.749,0,0,625840,6195476,31868,564092,272.996,1159.983,0,4.000
15-12 22:09:12,1.255,1.004,96.358,0,0,625832,6195476,31876,564092,209.778,680.525,0,52.194
15-12 22:09:13,1.491,1.739,94.667,0,0,625832,6195476,31876,564092,165.977,632.105,0,0
15-12 22:09:14,5.767,2.507,89.759,0,0,626496,6193264,31876,565640,2010461.749,1706238.736,0,0
15-12 22:09:15,31.900,13.564,42.449,0,0,633092,6170792,31876,581108,16729441.483,16011170.852,0,0
15-12 22:09:16,43.479,15.243,12.494,0,0,640656,6149648,31876,594404,14175807.291,13582922.611,0,0
15-12 22:09:17,38.718,10.741,38.218,0,0,636728,6141668,31876,605916,12404085.189,11811677.776,0,3.997
15-12 22:09:18,7.998,5.749,81.230,0.250,0,636764,6138644,31884,608804,2797927.155,2828641.417,0,63.984
15-12 22:09:19,1.491,1.242,95.153,0,0,636764,6138644,31884,608804,231.546,632.032,0,0
15-12 22:09:20,1.756,1.254,96.079,0,0,636764,6138644,31884,608804,406.391,1218.168,0,0
15-12 22:09:21,1.001,1.001,96.360,0,0,636764,6138644,31884,608804,353.403,862.985,0,0
15-12 22:09:22,1.748,1.748,94.883,0,0,633748,6141660,31884,608804,518.362,874.923,0,0
15-12 22:09:23,1.501,1.001,95.818,0,0,633740,6141660,31892,608804,273.193,1160.819,0,72.051
15-12 22:09:24,1.003,1.003,96.508,0,0,633740,6141660,31892,608804,291.781,697.867,0,0
