"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_stanford_fifo_new03.csv 1",,,,"Date:","16 Dec 2025 16:49:25 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ"
16-12 16:49:25,,986364,5599804,39184,775604,,
16-12 16:49:26,1.000,0.500,98.774,0,0,986312,5599804,39188,775652,3513.839,8644.064,4.001,0
16-12 16:49:27,0,0,98.729,0,0,986312,5599804,39188,775652,1516.675,1811.612,0,3.999
16-12 16:49:28,0.250,0.250,99.028,0,0,986312,5599804,39188,775652,269.077,630.180,0,12.003
16-12 16:49:29,0.250,0,99.217,0,0,986312,5599804,39188,775652,338.887,1165.612,0,0
16-12 16:49:30,0.250,0.250,98.956,0,0,986312,5599804,39188,775652,166.925,587.737,0,0
16-12 16:49:31,0.500,0,99.045,0,0,986304,5599804,39196,775652,167.076,588.269,0,96.044
16-12 16:49:32,3.999,4.749,88.728,0,0,990968,5549488,39196,820296,47871851.965,231219.740,0,0
16-12 16:49:33,19.756,8.253,70.523,0,0,1010484,5483672,39196,865164,8730.818,4329.397,0,0
16-12 16:49:34,43.505,5.001,50.006,0,0,1061900,5432264,39196,865156,227.027,624.075,0,0
16-12 16:49:35,50.970,3.498,44.224,0,0,1079784,5414372,39196,865164,332.802,2306.630,0,0
16-12 16:49:36,56.728,3.749,36.986,0,0,1112276,5381864,39208,865164,346.868,3020.850,0,583.778
16-12 16:49:37,51.019,4.502,43.766,0,0,1135964,5358176,39208,865164,1783.663,3133.164,0,4.001
16-12 16:49:38,56.484,5.248,35.990,0,0,1184328,5309792,39208,865168,1937.435,2237.348,0,0
16-12 16:49:39,80.737,5.499,12.748,0,0,1262448,5231672,39208,865168,14719.620,5645.087,0,19.997
16-12 16:49:40,78.028,4.001,16.256,0.250,0,1277568,5216552,39208,865168,9680.526,8633.145,0,212.077
16-12 16:49:41,73.715,5.247,13.743,0,0,1306196,5187908,39216,865176,6621.828,8501.928,0,95.954
16-12 16:49:42,10.503,1.500,88.273,0,0,1313100,5180880,39216,865300,2582.683,122374.347,0,0
16-12 16:49:43,26.491,1.749,70.476,0,0,1344060,5149884,39216,865304,3285.863,6787.651,0,7.997
16-12 16:49:44,1.501,0.250,97.835,0,0,1344060,5149884,39216,865304,1094.953,2253.961,0,0
16-12 16:49:45,0.750,0.500,98.259,0,0,1344284,5149660,39216,865304,2174.197,2214.201,0,0
16-12 16:49:46,0.750,0,98.292,0,0,1344536,5149408,39216,865304,1054.455,2079.898,0,4.002
16-12 16:49:47,1.250,0.250,98.477,0,0,1344984,5148916,39224,865336,1093.743,2157.493,0,59.986
16-12 16:49:48,1.000,0,98.263,0,0,1344984,5148916,39224,865336,2034.263,2636.340,0,0
16-12 16:49:49,2.750,1.000,97.242,0,0,1344984,5148916,39224,865336,1537.869,1740.852,0,4.000
16-12 16:49:50,0.750,0,98.507,0,0,1344984,5148916,39224,865336,1445.101,2265.158,0,0
16-12 16:49:51,0.500,0,98.506,0,0,1344980,5148916,39224,865340,988.056,1634.093,0,0
16-12 16:49:52,0.750,0.250,98.440,0,0,1344300,5149584,39236,865340,1119.321,1740.943,0,111.932
16-12 16:49:53,3.002,0,95.806,0,0,1345056,5148828,39236,865340,2172.271,2514.472,0,0
16-12 16:49:54,6.247,1.499,92.451,0,0,1352092,5141772,39236,865360,4645.516,21650.425,0,0
16-12 16:49:55,0.500,0.250,98.785,0,0,1352312,5141548,39236,865364,1207.433,2189.786,0,4.001
16-12 16:49:56,0.750,0,98.484,0,0,1352312,5141548,39236,865364,1192.806,2740.553,0,0
