"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_roadNet_fifo_new03.csv 1",,,,"Date:","16 Dec 2025 17:09:42 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ"
16-12 17:09:42,,1030636,5547764,41076,779496,,
16-12 17:09:43,0.250,0.250,98.751,0,0,1030632,5547764,41076,779500,3257.039,4145.049,0,0
16-12 17:09:44,0.500,0.250,98.778,0,0,1030624,5547764,41084,779500,3293.944,3650.046,0,36.010
16-12 17:09:45,0.500,0.500,98.747,0,0,1030624,5547764,41084,779500,3182.913,3956.892,0,12.000
16-12 17:09:46,0.250,0,98.985,0,0,1030624,5547764,41084,779500,208.968,630.903,0,0
16-12 17:09:47,0.750,0.250,98.990,0,0,1030624,5547764,41084,779500,426.955,716.925,0,0
16-12 17:09:48,0.500,0,99.267,0,0,1030844,5547512,41084,779532,273.046,1113.188,0,4.001
16-12 17:09:49,0,0,98.748,0,0,1030844,5547512,41084,779532,255.996,642.990,0,0
16-12 17:09:50,27.249,8.250,63.747,0,0,1035172,5497936,41096,824244,48027423.233,45884132.226,0,63.997
16-12 17:09:51,19.498,8.249,71.243,0,0,1070388,5416768,41096,869048,8774.119,4807.517,0,31.997
16-12 17:09:52,47.738,3.999,46.739,0,0,1106932,5380228,41096,869044,286.929,732.820,0,0
16-12 17:09:53,54.976,3.249,40.232,0,0,1122804,5364352,41096,869048,286.872,2967.680,0,35.984
16-12 17:09:54,48.267,4.001,47.767,0,0,1157072,5330080,41096,869052,783.283,2672.964,0,4.001
16-12 17:09:55,50.477,3.748,44.230,0,0,1192560,5294576,41108,869056,2403.921,3580.394,0,279.874
