"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_random100_fifo_new003.csv 1",,,,"Date:","16 Dec 2025 17:28:19 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ"
16-12 17:28:19,,1006064,5565184,42948,783296,,
16-12 17:28:20,0.500,0,98.735,0,0,1003372,5567744,42948,783428,3488.482,4498.333,0,0
16-12 17:28:21,0.750,0.250,98.794,0,0,1003372,5567744,42948,783428,3274.457,4048.802,0,0
16-12 17:28:22,0.250,0.250,99.245,0,0,1003624,5567492,42948,783428,1762.912,2046.898,0,0
16-12 17:28:23,0.250,0,98.946,0,0,1003612,5567492,42960,783428,166.909,588.677,0,147.919
16-12 17:28:24,0,0,99.060,0,0,1003612,5567492,42960,783428,333.201,1167.705,0,0
16-12 17:28:25,1.249,1.499,95.957,0,0,996772,5560056,42960,797704,15626883.438,14757779.558,0,3.998
16-12 17:28:26,3.001,3.501,91.782,0,0,998824,5527540,42960,828136,32413661.075,31223943.415,0,12.004
16-12 17:28:27,22.503,8.251,68.759,0,0,1028136,5452188,42960,872944,8734.170,4766.639,0,0
16-12 17:28:28,47.429,4.470,46.435,0,0,1061924,5418420,42960,872940,165.876,620.794,0,0
16-12 17:28:29,57.346,4.024,37.728,0,0,1089372,5390952,42972,872944,415.506,4208.383,0,257.553
16-12 17:28:30,43.760,3.001,52.012,0,0,1124400,5355924,42972,872944,1234.276,2813.630,0,4.001
16-12 17:28:31,50.758,3.251,43.007,0,0,1162196,5318124,42972,872948,6872.144,2377.396,0,0
16-12 17:28:32,71.197,4.996,22.483,0,0,1210832,5269488,42972,872948,9626.884,5558.891,0,0
16-12 17:28:33,68.545,4.503,26.267,0,0,1255660,5224660,42972,872948,14177.345,14025.245,0,0
16-12 17:28:34,74.731,2.749,20.245,0,0,1278240,5202064,42980,872956,286.929,678.831,0,95.976
16-12 17:28:35,40.265,2.751,55.521,0,0,1299476,5180700,42980,873084,3954.477,123882.258,0,0
16-12 17:28:36,2.250,0.500,96.521,0.250,0,1299476,5180700,42980,873084,861.184,2317.494,0,284.061
16-12 17:28:37,21.751,1.750,76.003,0,0,1331224,5148948,42980,873088,3259.133,6769.277,0,0
16-12 17:28:38,1.250,0.250,98.500,0,0,1332988,5147184,42980,873088,1216.997,2051.995,0,0
16-12 17:28:39,1.000,0.250,98.002,0.250,0,1332976,5147184,42988,873088,3912.067,5950.102,0,88.002
16-12 17:28:40,0.250,0,98.748,0,0,1332976,5147184,42988,873088,1203.976,1700.966,0,0
