"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu03",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_stanford_capacity_03.csv 1",,,,"Date:","16 Dec 2025 18:13:19 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ"
16-12 18:13:19,,802516,5760112,46316,788376,,
16-12 18:13:20,0.250,0.250,98.853,0,0,802512,5760112,46316,788380,3230.360,4353.528,0,0
16-12 18:13:21,0.250,0,99.239,0,0,802512,5760112,46316,788380,692.926,1506.840,0,0
16-12 18:13:22,0.500,0,98.500,0,0,802512,5760112,46316,788380,167.000,622.999,0,0
16-12 18:13:23,0.500,0.500,99.259,0,0,802512,5760112,46316,788380,329.029,1961.176,0,0
16-12 18:13:24,0.500,0,98.995,0,0,802504,5760112,46324,788380,338.985,1208.945,0,31.999
16-12 18:13:25,0.500,0.250,99.004,0,0,802504,5760112,46324,788380,287.012,677.029,0,4.000
16-12 18:13:26,0.999,0.250,98.944,0,0,802504,5760112,46324,788380,226.872,1793.985,0,0
16-12 18:13:27,0,0,99.297,0,0,802504,5760112,46324,788380,273.129,1155.547,0,0
16-12 18:13:28,4.750,7.251,83.759,0,0,790580,5727548,46324,832868,47950603.504,45877232.927,0,0
16-12 18:13:29,0,0,98.713,0,0,791068,5726792,46324,833096,106151.707,4216.439,0,0
16-12 18:13:30,10.251,0.750,88.506,0,0,794084,5723768,46332,833096,3375.219,1901.124,0,68.004
16-12 18:13:31,50.517,4.230,44.047,0,0,846420,5671404,46332,833108,865.010,1058.119,0,3.982
16-12 18:13:32,38.404,6.024,52.461,0,0,852576,5626576,46332,870836,3137.602,2707.876,0,0
16-12 18:13:33,57.488,8.248,31.493,0.250,0,892328,5579492,46332,877908,2920.367,2610.434,0,175.962
16-12 18:13:34,62.451,6.245,29.227,0,0,918792,5553032,46332,877904,208.836,708.445,0,0
16-12 18:13:35,55.211,2.998,39.722,0,0,933072,5538680,46344,877908,536.622,4291.979,0,275.806
16-12 18:13:36,50.327,4.757,43.066,0,0,989268,5482484,46344,877908,347.532,1246.909,0,12.018
16-12 18:13:37,54.731,4.249,39.486,0,0,1002372,5469380,46344,877908,1580.443,3119.901,0,3.999
16-12 18:13:38,51.213,5.496,42.219,0,0,1081468,5390280,46344,877912,17135.505,8830.561,0,0
16-12 18:13:39,79.100,5.757,13.016,0,0,1144468,5327280,46344,877912,15635.803,14921.899,0,0
16-12 18:13:40,50.462,5.995,35.723,0,0,1166140,5305608,46344,877912,298.772,732.441,0,27.979
16-12 18:13:41,71.059,3.253,20.767,0,0,1173632,5298104,46352,877912,439.365,807.671,0,132.110
16-12 18:13:42,68.535,4.252,24.763,0,0,1173920,5297684,46352,878044,4616.342,125389.613,0,0
16-12 18:13:43,1.749,0.500,97.168,0,0,1177952,5293652,46352,878044,1077.091,1973.335,0,215.818
16-12 18:13:44,29.283,2.253,67.577,0,0,1202392,5269208,46352,878048,2488.833,6091.934,0,8.009
16-12 18:13:45,1.498,0,97.875,0,0,1202392,5269208,46352,878048,1302.338,2423.906,0,0
16-12 18:13:46,1.000,0.500,97.713,0,0,1202384,5269208,46360,878048,1061.596,1730.342,0,71.973
16-12 18:13:47,2.002,0.501,96.855,0,0,1202384,5269208,46360,878048,1109.199,1732.873,0,0
16-12 18:13:48,1.501,0,97.547,0,0,1202592,5268968,46360,878080,2347.125,3227.547,0,0
16-12 18:13:49,1.000,0,98.509,0,0,1202592,5268968,46360,878080,1030.099,2183.209,0,8.001
16-12 18:13:50,1.000,0.250,97.977,0,0,1202592,5268968,46360,878080,1053.753,1730.594,0,0
16-12 18:13:51,1.000,0.500,98.521,0,0,1202592,5268968,46360,878080,1443.312,2383.515,0,0
16-12 18:13:52,2.250,0.250,97.249,0,0,1202584,5268968,46368,878080,1962.988,1944.988,0,32.000
16-12 18:13:53,2.750,0.250,96.488,0,0,1202584,5268968,46368,878080,987.875,1676.788,0,35.995
16-12 18:13:54,0.500,0.250,98.248,0,0,1202584,5268968,46368,878080,1201.981,2374.962,0,335.995
16-12 18:13:55,4.250,0.250,95.509,0,0,1202836,5268716,46368,878080,1763.167,1776.168,0,8.001
16-12 18:13:56,0.500,0,98.006,0,0,1202836,5268716,46368,878080,988.064,1677.108,0,0
16-12 18:13:57,0.750,0.250,98.756,0,0,1202836,5268716,46368,878080,1168.069,2255.133,0,0
16-12 18:13:58,6.247,1.000,92.211,0,0,1205072,5266448,46376,878104,4646.026,21706.778,0,35.985
16-12 18:13:59,2.000,0.500,96.773,0,0,1212876,5258636,46376,878112,1160.279,1828.439,0,0
16-12 18:14:00,1.500,0.250,98.003,0,0,1212876,5258636,46376,878112,1193.033,2784.078,0,0
16-12 18:14:01,2.250,0.500,92.235,4.249,0,1212868,5258636,46380,878116,2036.667,5247.141,0,44728.681
16-12 18:14:02,1.000,0.750,95.022,2.501,0,1213624,5257880,46380,878116,987.230,1697.395,0,44858.435
16-12 18:14:03,1.250,0.500,97.996,0.250,0,1213624,5257880,46392,878104,2344.911,3300.875,0,151.994
16-12 18:14:04,0.750,0.250,98.244,0,0,1213852,5257640,46392,878116,1500.909,2002.879,0,0
16-12 18:14:05,2.000,0.250,96.997,0,0,1221600,5249828,46392,878116,2905.908,3569.887,0,0
16-12 18:14:06,1.000,1.250,96.969,0,0,1219320,5246048,46392,884024,6325406.157,16964.620,0,0
16-12 18:14:07,4.252,0.750,94.035,0,0,1221960,5241792,46392,885600,1685851.093,16838.243,0,8.003
16-12 18:14:08,3.000,0.750,95.988,0,0,1223716,5240028,46392,885608,2232.730,5491.335,0,0
16-12 18:14:09,0.749,0.250,98.169,0,0,1223708,5240028,46400,885608,1152.046,2220.161,0,67.944
16-12 18:14:10,0.750,0.250,98.746,0,0,1223708,5240028,46400,885608,2280.910,2818.888,0,0
16-12 18:14:11,2.001,0.250,96.556,0,0,1224968,5238768,46400,885608,2181.273,2069.207,0,4.002
16-12 18:14:12,1.500,0.250,97.742,0,0,1231708,5230480,46400,887156,1771516.767,8333.303,0,19.998
16-12 18:14:13,2.751,1.251,94.538,0,0,1226084,5229976,46400,893092,6240565.850,26979.903,0,8.003
16-12 18:14:14,2.500,0.500,96.767,0,0,1230360,5225692,46408,893092,2181.377,5360.927,0,80.014
16-12 18:14:15,1.250,0,98.226,0,0,1230352,5225692,46408,893100,1261.690,2371.417,0,0
16-12 18:14:16,0.500,0.250,98.434,0,0,1230352,5225692,46408,893100,2388.391,2919.033,0,0
16-12 18:14:17,1.501,0.500,97.558,0,0,1234636,5221408,46408,893100,2248.334,2116.256,0,120.071
