"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu04",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_stanford_capacity_04.csv 1",,,,"Date:","16 Dec 2025 18:13:20 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ"
16-12 18:13:20,,264280,6629504,37284,487656,,
16-12 18:13:21,0,0,99.476,0,0,264276,6629504,37284,487660,3071.265,3879.072,0,0
16-12 18:13:22,0.500,0.250,99.035,0,0,264276,6629504,37284,487660,3015.054,3209.121,0,0
16-12 18:13:23,0,0,99.506,0,0,264276,6629504,37284,487660,930.058,1084.068,0,0
16-12 18:13:24,0.250,0.250,99.474,0,0,264276,6629504,37284,487660,59.984,273.928,0,47.987
16-12 18:13:25,0.250,0.250,99.273,0,0,264276,6629504,37284,487660,60.014,274.063,0,0
16-12 18:13:26,0,0,99.256,0,0,264264,6629504,37292,487660,102.006,316.018,0,44.002
16-12 18:13:27,0.250,0,99.741,0,0,264264,6629504,37292,487660,59.994,273.974,0,0
16-12 18:13:28,0.250,0,99.254,0,0,264264,6629504,37292,487660,120.005,328.014,0,0
16-12 18:13:29,0.250,0,99.493,0,0,264264,6629504,37292,487660,59.996,273.982,0,0
16-12 18:13:30,0.250,0,99.257,0,0,264264,6629504,37292,487660,60.004,274.020,0,0
16-12 18:13:31,0,0.250,99.503,0,0,264264,6629504,37292,487660,60.002,274.009,0,0
16-12 18:13:32,0.500,0,99.242,0,0,264256,6629504,37300,487660,161.987,1479.884,0,23.998
16-12 18:13:33,0,0.500,99.739,0,0,264256,6629504,37300,487660,59.994,273.971,0,0
16-12 18:13:34,0.500,0,99.014,0,0,264256,6629504,37300,487660,126.017,328.046,0,0
16-12 18:13:35,0,0,99.497,0,0,264256,6629504,37300,487660,59.998,273.991,0,4.000
16-12 18:13:36,0,0,99.246,0,0,264256,6629504,37300,487660,119.995,327.987,0,0
16-12 18:13:37,0.250,0.250,99.758,0,0,264256,6629504,37300,487660,102.008,316.025,0,0
16-12 18:13:38,0.500,0,99.249,0,0,264248,6629504,37308,487660,1003.991,1181.989,0,20.000
16-12 18:13:39,0,0,99.502,0,0,264248,6629504,37308,487660,244.005,388.008,0,0
16-12 18:13:40,0,0,99.502,0,0,264248,6629504,37308,487660,60.001,274.006,0,0
16-12 18:13:41,0,0.250,98.999,0,0,264248,6629504,37308,487660,125.999,327.997,0,36.000
16-12 18:13:42,0.250,0.250,99.998,0,0,264248,6629504,37308,487660,59.999,273.994,0,0
16-12 18:13:43,0.250,0.250,99.002,0.250,0,264240,6629504,37316,487660,162.003,370.007,0,20.000
16-12 18:13:44,0,0,99.497,0,0,264240,6629504,37316,487660,59.998,273.990,0,4.000
16-12 18:13:45,0.250,0,99.237,0,0,264240,6629504,37316,487660,59.992,273.965,0,0
16-12 18:13:46,0.500,0,99.266,0,0,264240,6629504,37316,487660,60.010,274.044,0,0
16-12 18:13:47,0,0,99.498,0,0,264240,6629504,37316,487660,59.999,273.995,0,0
16-12 18:13:48,0,0.500,99.246,0,0,264240,6629504,37316,487660,167.993,369.985,0,0
16-12 18:13:49,0,0,99.501,0,0,264232,6629504,37324,487660,306.004,436.006,0,12.000
16-12 18:13:50,0.250,0,99.249,0,0,264232,6629504,37324,487660,125.999,747.992,0,4.000
16-12 18:13:51,0.750,0,99.245,0,0,264232,6629504,37324,487660,59.997,273.986,0,0
16-12 18:13:52,0,0,99.759,0,0,264232,6629504,37324,487660,60.005,274.024,0,0
16-12 18:13:53,0,0.250,99.251,0,0,264200,6629504,37324,487692,60.001,274.003,0,0
16-12 18:13:54,0,0,99.241,0,0,264200,6629504,37324,487692,101.991,315.971,0,0
16-12 18:13:55,0,0.500,99.509,0,0,264192,6629504,37332,487692,60.005,274.025,0,20.002
16-12 18:13:56,0.500,0,99.248,0,0,264192,6629504,37332,487692,59.999,273.995,0,4.000
16-12 18:13:57,0,0,99.447,0,0,264192,6629504,37332,487692,185.902,381.798,0,0
16-12 18:13:58,0.499,0,99.022,0,0,264192,6629504,37332,487692,59.862,273.369,0,0
16-12 18:13:59,1.001,0.250,98.348,0,0,264192,6629504,37332,487692,102.102,316.316,0,0
16-12 18:14:00,0.250,0,99.182,0,0,264192,6629504,37332,487692,180.332,382.704,0,0
16-12 18:14:01,0.250,0,99.250,0,0,264184,6629504,37340,487692,119.999,273.999,0,12.000
16-12 18:14:02,0,0,99.504,0,0,264184,6629504,37340,487692,60.003,274.011,0,4.000
16-12 18:14:03,0,0.250,99.747,0,0,264184,6629504,37340,487692,59.998,273.992,0,0
16-12 18:14:04,0,0.250,99.253,0,0,264184,6629504,37340,487692,102.003,316.010,0,0
16-12 18:14:05,0,0.250,99.495,0,0,264180,6629504,37340,487696,59.997,273.987,0,0
16-12 18:14:06,0.250,0,99.250,0,0,264180,6629504,37348,487688,60.000,274.000,0,28.000
16-12 18:14:07,0.250,0,99.255,0,0,264172,6629504,37348,487696,120.006,328.016,0,0
16-12 18:14:08,0.250,0,99.745,0,0,264172,6629504,37348,487696,59.997,273.985,0,8.000
16-12 18:14:09,0,0,99.242,0,0,264172,6629504,37348,487696,221.983,369.971,0,0
16-12 18:14:10,0.500,0,99.259,0,0,264172,6629504,37348,487696,126.012,328.030,0,0
16-12 18:14:11,0,0.250,99.748,0,0,264172,6629504,37348,487696,59.999,273.993,0,0
16-12 18:14:12,0.250,0,99.251,0.250,0,264164,6629504,37356,487696,60.001,274.004,0,28.000
16-12 18:14:13,0.500,0,99.252,0,0,264164,6629504,37356,487696,120.002,328.006,0,0
16-12 18:14:14,0,0,99.753,0,0,264164,6629504,37356,487696,60.002,274.008,0,44.001
16-12 18:14:15,0.250,0.250,99.002,0,0,264164,6629504,37356,487696,102.002,316.006,0,0
16-12 18:14:16,0.250,0.500,99.496,0,0,264164,6629504,37356,487696,59.998,273.989,0,0
16-12 18:14:17,0.500,0,98.999,0,0,264164,6629504,37356,487696,59.999,273.996,0,0
16-12 18:14:18,0.250,0,99.497,0,0,264156,6629504,37364,487696,119.997,327.991,0,12.000
16-12 18:14:19,0,0,99.508,0,0,264156,6629504,37364,487696,186.014,802.061,0,0
16-12 18:14:20,0.250,0,98.992,0,0,264156,6629504,37364,487696,161.986,369.969,0,4.000
16-12 18:14:21,0.250,0,100.005,0,0,264156,6629504,37364,487696,60.003,274.013,0,0
16-12 18:14:22,0,0.250,99.000,0,0,264156,6629504,37364,487696,60.000,274.001,0,0
16-12 18:14:23,0.250,0,99.504,0,0,264156,6629504,37364,487696,244.011,388.017,0,4.000
16-12 18:14:24,0,0.250,99.695,0,0,264148,6629504,37372,487696,133.926,327.818,0,47.973
16-12 18:14:25,0,0,99.053,0,0,264148,6629504,37372,487696,192.104,406.219,0,0
16-12 18:14:26,0,0.250,99.500,0,0,264148,6629504,37372,487696,60.000,364.000,0,4.000
16-12 18:14:27,0.500,0,99.503,0,0,264148,6629504,37372,487696,60.002,274.008,0,0
16-12 18:14:28,0,0,99.749,0,0,264148,6629504,37372,487696,119.999,327.996,0,0
16-12 18:14:29,0,0,99.000,0,0,264140,6629504,37380,487696,60.000,274.000,0,28.000
16-12 18:14:30,0.750,0.500,99.249,0,0,264140,6629504,37380,487696,101.999,315.996,0,0
16-12 18:14:31,0,0,99.442,0,0,264140,6629504,37380,487696,59.965,273.841,0,0
16-12 18:14:32,0,0.250,99.054,0,0,264140,6629504,37380,487696,60.033,274.149,0,164.089
16-12 18:14:33,0.250,0,99.755,0,0,264140,6629504,37380,487696,60.003,274.013,0,0
16-12 18:14:34,0.250,0,99.246,0,0,264140,6629504,37380,487696,119.995,1437.942,0,0
16-12 18:14:35,0.250,0.250,99.000,0,0,264128,6629504,37388,487700,1046.004,1224.005,0,12.000
16-12 18:14:36,0.250,0,99.748,0,0,264128,6629504,37388,487700,59.999,273.995,0,0
16-12 18:14:37,0.250,0.250,99.255,0,0,264128,6629504,37388,487700,60.003,274.013,0,0
16-12 18:14:38,0,0,99.459,0,0,264128,6629504,37388,487700,59.379,271.163,0,7.917
16-12 18:14:39,0.253,0.253,99.539,0,0,264128,6629504,37388,487700,60.633,276.891,0,0
16-12 18:14:40,0,0,99.249,0,0,264128,6629504,37388,487700,101.999,315.996,0,0
16-12 18:14:41,0.250,0.250,98.996,0,0,264120,6629504,37396,487700,59.998,273.989,0,27.999
16-12 18:14:42,0,0,99.753,0,0,264120,6629504,37396,487700,246.007,340.010,0,0
16-12 18:14:43,0.250,0,99.249,0,0,264120,6629504,37396,487700,119.998,273.996,0,0
16-12 18:14:44,0.250,0,99.754,0,0,264120,6629504,37396,487700,60.002,274.010,0,4.000
16-12 18:14:45,0,0,99.251,0,0,264120,6629504,37396,487700,168.001,370.003,0,0
16-12 18:14:46,0.250,0.250,99.497,0.250,0,264120,6629504,37404,487692,59.998,273.992,0,27.999
16-12 18:14:47,0,0,99.252,0,0,264112,6629504,37404,487700,60.001,274.006,0,0
16-12 18:14:48,0.500,0.250,99.247,0,0,264112,6629504,37404,487700,59.998,747.979,0,27.999
16-12 18:14:49,0.250,0,99.754,0,0,264112,6629504,37404,487700,446.016,510.019,0,0
16-12 18:14:50,0,0,99.001,0,0,264112,6629504,37404,487700,162.001,370.003,0,4.000
16-12 18:14:51,0.250,0.250,99.748,0,0,264112,6629504,37404,487700,59.999,273.994,0,0
16-12 18:14:52,0.250,0,99.250,0,0,264104,6629504,37412,487700,179.999,327.999,0,12.000
16-12 18:14:53,0.250,0,99.251,0,0,264068,6629504,37412,487736,60.001,274.004,0,0
16-12 18:14:54,0,0,99.500,0,0,264068,6629504,37412,487736,60.000,273.999,0,0
16-12 18:14:55,0.250,0.250,99.251,0,0,264068,6629504,37412,487736,462.006,478.006,0,0
16-12 18:14:56,0.250,0.250,99.750,0,0,264068,6629504,37412,487736,60.000,274.001,0,8.000
16-12 18:14:57,0.250,0,98.994,0,0,264068,6629504,37412,487736,149.990,363.977,0,0
16-12 18:14:58,0,0,99.501,0,0,264068,6629504,37420,487728,60.001,274.004,0,24.000
16-12 18:14:59,0,0,99.752,0,0,264060,6629504,37420,487736,126.003,328.008,0,0
16-12 18:15:00,0.500,0.250,98.751,0,0,264060,6629504,37420,487736,162.002,370.004,0,0
16-12 18:15:01,0.500,0.500,98.999,0.250,0,264044,6629504,37436,487736,179.998,1889.979,0,219.998
16-12 18:15:02,0,0,99.253,0,0,264044,6629504,37436,487736,60.002,274.008,0,4.000
16-12 18:15:03,0,0,99.749,0,0,264044,6629504,37436,487736,59.999,273.997,0,0
16-12 18:15:04,0.250,0,99.249,0,0,264044,6629504,37436,487736,119.999,327.998,0,0
16-12 18:15:05,0.500,0,99.501,0,0,264044,6629504,37436,487736,252.001,460.002,0,0
16-12 18:15:06,0,0.250,99.000,0,0,264044,6629504,37436,487736,60.000,273.999,0,0
16-12 18:15:07,0,0,99.749,0,0,264036,6629504,37444,487736,363.995,441.994,0,12.000
16-12 18:15:08,0.250,0.500,99.249,0,0,264036,6629504,37444,487736,209.997,363.995,0,4.000
16-12 18:15:09,0,0,99.501,0,0,264036,6629504,37444,487736,150.001,364.003,0,4.000
16-12 18:15:10,0.500,0,99.002,0,0,264036,6629504,37444,487736,168.003,370.007,0,0
16-12 18:15:11,0,0,99.753,0,0,264036,6629504,37444,487736,60.002,274.008,0,0
16-12 18:15:12,0,0.250,99.245,0,0,264036,6629504,37444,487736,59.997,273.985,0,0
16-12 18:15:13,0.250,0.250,99.753,0,0,264028,6629504,37452,487736,60.002,274.008,0,16.000
16-12 18:15:14,0,0,98.992,0,0,264028,6629504,37452,487736,59.995,273.977,0,4.000
16-12 18:15:15,0.250,0,99.495,0,0,264028,6629504,37452,487736,161.991,369.980,0,0
16-12 18:15:16,0,0,99.758,0,0,264028,6629504,37452,487736,120.010,274.023,0,0
16-12 18:15:17,0.750,0.500,98.749,0,0,264028,6629504,37452,487736,119.998,711.991,0,0
16-12 18:15:18,0,0,99.502,0,0,264028,6629504,37452,487736,150.003,364.008,0,0
16-12 18:15:19,0,0.250,99.252,0,0,264020,6629504,37460,487736,120.003,328.008,0,12.000
16-12 18:15:20,0.500,0,99.497,0,0,264020,6629504,37460,487736,101.997,315.992,0,4.000
16-12 18:15:21,0,0,99.252,0,0,264020,6629504,37460,487736,60.001,274.004,0,0
16-12 18:15:22,0.250,0,99.490,0,0,264020,6629504,37460,487736,59.994,363.964,0,39.996
16-12 18:15:23,0.250,0,99.242,0,0,264020,6629504,37460,487736,59.995,273.977,0,0
16-12 18:15:24,0.500,0,99.012,0,0,264020,6629504,37460,487736,60.007,274.032,0,36.004
16-12 18:15:25,0,0.750,99.503,0.250,0,264012,6629504,37468,487736,102.003,316.011,0,28.001
16-12 18:15:26,0.500,0,99.252,0,0,264012,6629504,37468,487736,60.001,274.007,0,4.000
16-12 18:15:27,0,0,99.752,0,0,264012,6629504,37468,487736,120.003,328.008,0,0
16-12 18:15:28,0.250,0.250,99.247,0,0,264012,6629504,37468,487736,191.995,381.989,0,0
16-12 18:15:29,0,0,99.500,0,0,264012,6629504,37468,487736,60.000,274.000,0,0
16-12 18:15:30,0,0,99.247,0,0,264012,6629504,37468,487736,161.995,369.990,0,0
16-12 18:15:31,0.250,0.250,99.251,0,0,264004,6629504,37476,487736,60.001,274.002,0,12.000
16-12 18:15:32,0.250,0.250,99.489,0,0,264004,6629504,37476,487736,59.993,273.969,0,11.999
16-12 18:15:33,0.250,0.250,99.511,0,0,264004,6629504,37476,487736,60.007,274.031,0,0
16-12 18:15:34,0.250,0,98.994,0,0,264004,6629504,37476,487736,119.993,1437.920,0,0
16-12 18:15:35,0.500,0,99.505,0,0,264004,6629504,37476,487736,102.005,316.016,0,0
16-12 18:15:36,0,0,99.501,0,0,264004,6629504,37476,487736,60.001,274.003,0,0
16-12 18:15:37,0.250,0,99.502,0,0,263996,6629504,37484,487736,60.001,274.004,0,12.000
16-12 18:15:38,0,0.250,99.249,0,0,263996,6629504,37484,487736,960.988,1127.986,0,4.000
16-12 18:15:39,0,0,99.250,0,0,263996,6629504,37484,487736,180.000,327.999,0,0
16-12 18:15:40,0.500,0.250,99.752,0,0,263996,6629504,37484,487736,102.002,316.006,0,4.000
16-12 18:15:41,0,0,98.999,0,0,263996,6629504,37484,487736,119.999,327.997,0,0
16-12 18:15:42,0.250,0.250,99.492,0,0,263992,6629504,37484,487740,59.995,273.978,0,0
16-12 18:15:43,0.250,0,99.511,0,0,263984,6629504,37492,487740,120.013,328.035,0,20.002
16-12 18:15:44,0.250,0.250,99.204,0,0,263984,6629504,37492,487740,119.944,327.847,0,11.994
16-12 18:15:45,0,0,99.291,0,0,263984,6629504,37492,487740,162.066,370.151,0,0
16-12 18:15:46,0.750,0,99.748,0,0,263984,6629504,37492,487740,59.999,657.989,0,0
16-12 18:15:47,0,0,99.504,0,0,263984,6629504,37492,487740,120.005,328.013,0,0
16-12 18:15:48,0,0,99.002,0,0,263984,6629504,37492,487740,60.001,274.004,0,0
16-12 18:15:49,0.250,0,99.753,0,0,263976,6629504,37500,487740,126.004,328.010,0,20.001
16-12 18:15:50,0.250,0,99.245,0,0,263976,6629504,37500,487740,161.992,369.982,0,4.000
16-12 18:15:51,0.250,0.250,99.255,0,0,263976,6629504,37500,487740,184.009,334.016,0,0
16-12 18:15:52,0.250,0,99.744,0,0,263976,6629504,37500,487740,179.989,381.976,0,0
16-12 18:15:53,0.250,0.500,99.003,0,0,263940,6629504,37500,487772,60.002,274.008,0,0
16-12 18:15:54,0,0,99.501,0,0,263940,6629504,37500,487772,60.000,274.002,0,0
16-12 18:15:55,0,0.250,99.249,0.250,0,263932,6629504,37508,487772,101.999,315.997,0,56.000
16-12 18:15:56,0.250,0,99.752,0,0,263932,6629504,37508,487772,240.005,382.008,0,4.000
16-12 18:15:57,0.250,0.250,99.250,0,0,263932,6629504,37508,487772,60.000,274.001,0,0
16-12 18:15:58,0.249,0.249,98.768,0,0,263932,6629504,37508,487772,59.859,273.357,0,0
16-12 18:15:59,0.750,0,98.733,0,0,263932,6629504,37508,487772,125.978,327.943,0,0
16-12 18:16:00,0.251,0.251,98.751,0,0,263932,6629504,37508,487772,102.260,316.805,0,0
16-12 18:16:01,0.250,0,99.749,0,0,263924,6629504,37516,487772,60.000,273.999,0,12.000
16-12 18:16:02,0.250,0.250,99.250,0,0,263924,6629504,37516,487772,179.999,327.998,0,4.000
16-12 18:16:03,0.250,0.250,99.502,0,0,263924,6629504,37516,487772,60.001,274.004,0,0
16-12 18:16:04,0,0.250,99.499,0,0,263924,6629504,37516,487772,60.000,273.998,0,0
16-12 18:16:05,0.250,0,98.999,0,0,263924,6629504,37516,487772,101.998,315.995,0,0
16-12 18:16:06,0,0,99.749,0,0,263924,6629504,37516,487772,60.000,273.998,0,0
