"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ecnu04",,,,"User:","root"
"Cmdline:","dstat -tcmnd --output mr_random100_fifo_new004.csv 1",,,,"Date:","16 Dec 2025 17:28:11 CST"
"system","total usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ"
16-12 17:28:11,,267444,6630432,35152,485868,,
16-12 17:28:12,0.500,0,98.996,0,0,267440,6630432,35152,485872,2963.893,3697.867,0,0
16-12 17:28:13,0.250,0,99.748,0,0,267440,6630432,35152,485872,1289.972,1507.967,0,0
16-12 17:28:14,0,0,98.998,0,0,267440,6630432,35152,485872,59.999,337.994,0,0
16-12 17:28:15,0.250,0.250,99.751,0,0,267440,6630432,35152,485872,60.000,338.003,0,0
16-12 17:28:16,0,0,99.003,0,0,267440,6630432,35152,485872,60.002,338.009,0,0
16-12 17:28:17,0.250,0,99.751,0,0,267440,6630432,35160,485864,102.001,380.003,0,28.000
16-12 17:28:18,0.750,0,99.499,0,0,267432,6630432,35160,485872,59.999,345.996,0,0
16-12 17:28:19,0,0.500,99.244,0,0,267432,6630432,35160,485872,119.992,1501.905,0,0
16-12 17:28:20,0,0.250,99.254,0,0,267432,6630432,35160,485872,126.005,392.016,0,0
16-12 17:28:21,0,0,99.502,0,0,267432,6630432,35160,485872,60.001,338.005,0,0
16-12 17:28:22,0.250,0,99.250,0,0,267432,6630432,35160,485872,102.000,380.000,0,0
16-12 17:28:23,1.250,2.000,95.999,0,0,267664,6630180,35168,485872,133.998,391.996,0,20.000
16-12 17:28:24,0.250,0.250,99.254,0,0,267664,6630180,35168,485872,120.005,400.017,0,4.000
16-12 17:28:25,0.250,0,99.499,0,0,267664,6630180,35168,485872,119.999,345.998,0,44.000
16-12 17:28:26,0.250,0,99.250,0,0,267664,6630180,35168,485872,60.000,346.000,0,0
16-12 17:28:27,0.250,0,99.502,0,0,267664,6630180,35168,485872,60.001,338.006,0,0
16-12 17:28:28,0,0,99.249,0,0,267648,6630180,35180,485872,101.999,379.995,0,107.999
16-12 17:28:29,0,0,99.497,0,0,267648,6630180,35180,485872,133.996,399.988,0,0
16-12 17:28:30,0.750,0.750,99.455,0,0,267648,6630180,35180,485872,133.939,391.823,0,0
